Iterations,Dice Score,IoU Score
0,0.8293782295012961,0.7186020115200357
1,0.8415461374788868,0.7375711685844831
2,0.8507170630961048,0.7497241029934004
3,0.843879742768346,0.7417923314230779
4,0.8522813651026511,0.7535513821609164
5,0.8518560545785088,0.7526143226696521
6,0.8564253712187007,0.7585476717778618
7,0.8538182784099969,0.754615411071145
8,0.8583305229946059,0.762261343428067
9,0.8563810830213587,0.7598833613857929
