Iterations,Dice Score,IoU Score
0,0.8313403684265759,0.7392045070930398
1,0.8512006774240611,0.7524374634635692
2,0.8561082591815872,0.756694472687585
3,0.8612163857537875,0.7643744653585002
4,0.8625028984887261,0.7658295917875912
5,0.8630427715729696,0.7668836668437841
6,0.8634754037370486,0.7671828769299447
7,0.8681560764507372,0.7739397644996643
8,0.8676332427530873,0.7737945371744579
9,0.868251537060251,0.7747065140884752
