Iterations,Dice Score,IoU Score
0,0.8778215274214745,0.7868642389774324
1,0.8910743415355683,0.8060033693909645
2,0.8893540605902672,0.8033855497837067
3,0.8976962059736252,0.8165996611118316
4,0.8936206862330437,0.8102711036801338
5,0.9024270892143249,0.8239869505167007
6,0.9022701308131218,0.823919503390789
7,0.905055719614029,0.828487278521061
8,0.9090516105294227,0.8348461836576464
9,0.9097392886877059,0.8359344974160194
