Iterations,Dice Score,IoU Score
0,0.9220583856105804,0.8581408639748892
1,0.9501535172263781,0.9065232346455252
2,0.9636602918306987,0.9309558744231856
3,0.967406089603901,0.9379963273803391
4,0.9690902168552081,0.9411158586541811
5,0.9746552954117457,0.951553149521351
6,0.9767329186201096,0.9553759977221488
7,0.9772238617142042,0.956409381330013
8,0.9781268368164698,0.9580709387858707
9,0.9734771604339282,0.949403053025405
